name,isPE,amountOfImportedDLL,advapi32.dll,user32.dll,ws2_32.dll,wininet.dll,kernel32.dll,shell32.dll,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,ImageBase,MajorSubsystemVersion,NumberOfRvaAndSizes,SizeOfImage,SectionAlignment,FileAlignment,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,relocationsOverlapEntrypoint,sequentialRelocs
2035,1,3,0,1,0,0,1,0,24576,372736,0,6483,4194304,4,16,782336,4096,4096,1,0,0,2.2015858895064944,7.946560696584677,4,1342094796,0,0,224,271,0,0
2036,1,4,1,0,0,0,1,0,86016,242655,454656,82848,4259840,4,16,802816,4096,4096,1,0,0,3.3107761434277383,7.94648558985912,4,1331883114,0,0,224,271,0,0
2037,1,5,1,1,0,0,1,0,94208,294382,405504,76383,4259840,4,16,815104,4096,4096,1,0,0,4.119349443815889,7.775621095435173,4,1332493366,0,0,224,271,0,0
2038,1,3,0,1,0,0,1,0,12288,393216,0,6292,4194304,4,16,827392,4096,4096,1,0,0,4.9709137773457055,7.984930043983727,4,1342527051,0,0,224,271,0,0
2039,1,2,0,0,0,0,0,0,61952,372736,0,429630,65536,5,16,436224,512,512,1,1,0,0.2667247289058982,7.98774168107698,6,1207754037,0,0,224,258,0,77
2040,1,4,0,1,0,0,1,0,5632,387584,0,5604,4194304,4,16,823296,4096,512,1,0,1,4.080267838454982,7.852131824997215,4,1326871294,0,0,224,271,0,0
2041,1,6,0,1,0,0,1,0,20480,409555,593920,5613,4259840,4,16,1044480,4096,4096,1,0,0,1.4494309170280537,7.886882723825642,4,1333809269,0,0,224,271,0,0
2042,1,4,0,1,0,0,1,0,36864,413696,0,5648,4194304,4,16,823296,4096,4096,1,0,0,3.80417300806615,7.73178180231147,4,1344542973,0,0,224,271,0,0
2043,1,10,0,0,0,0,1,0,20992,44544,3072,5328,4194304,5,16,86016,4096,512,0,4,1,0.186582516434666,5.860827672294544,11,65536,46080,221,240,39,0,0
2044,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5170340094889068,6.644047542284788,5,1333760257,0,0,224,8450,0,0
2045,1,2,0,1,0,0,1,0,163328,10240,0,146058,4194304,5,16,184320,4096,512,1,0,0,3.288315644043151,7.889480770911937,4,1299794633,0,0,224,258,0,173
2046,1,4,1,0,0,0,1,0,5632,387584,0,5400,4194304,4,16,823296,4096,512,1,0,1,4.1254237981022825,7.85263964065847,4,1302935608,0,0,224,271,0,0
2047,1,3,0,0,0,0,1,0,20480,393216,16384,5338,4259840,4,16,991232,4096,4096,1,0,0,3.1636704562700957,7.94099512961383,4,1334688361,0,0,224,271,0,0
2048,1,4,1,1,0,0,1,0,15360,111104,0,6000,4194304,4,16,147456,4096,512,0,3,3,2.617643850195868,7.282127639605039,7,1338133280,0,0,224,270,0,0
2049,1,2,1,0,0,0,1,0,102912,5632,0,110272,4194304,4,16,122880,4096,512,0,0,0,1.6649936702546246,7.133243544075743,4,1335543627,0,0,224,270,0,2
2050,1,4,0,1,0,0,1,0,28672,409600,4096,6539,4259840,4,16,819200,4096,4096,1,1,1,3.9837350453792273,7.823218274074662,5,1335725530,0,0,224,271,0,0
2051,1,4,1,1,0,0,1,0,112128,15872,0,109760,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.079936432879391,8,1334846442,0,0,224,270,0,278
2052,1,4,0,1,0,0,1,0,22528,136192,0,16184,4194304,5,16,262144,4096,512,1,4,0,0.020393135236084953,7.990351337370602,8,1337086863,0,0,224,258,0,156
2053,1,7,0,1,0,0,1,1,20480,397267,606208,5619,4259840,4,16,1044480,4096,4096,1,0,0,2.2391526625930553,7.882373289986677,4,1333707682,0,0,224,271,0,0
2054,1,4,0,0,1,0,1,0,39936,28160,0,42710,4194304,6,16,86016,4096,512,0,0,0,3.6441437627219777,6.413229633614107,5,1484797837,0,0,224,258,0,365
2055,1,3,0,1,0,0,1,1,272384,96256,0,171705,4194304,5,16,389120,4096,512,0,0,0,3.146275003087866,6.647377158537263,5,1505963983,0,0,224,258,0,1661
2056,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5223357300377085,6.644070165747287,5,1333985043,0,0,224,8450,0,0
2057,1,4,0,1,0,0,1,0,4608,367104,0,787528,4259840,4,16,1167360,4096,512,1,0,0,2.6594022927669956,7.98798895763238,4,1319571264,0,0,224,271,0,0
2058,1,3,0,1,0,0,1,0,36864,385024,0,5600,4194304,4,16,823296,4096,4096,1,0,0,0.7119607227397066,7.903509983281375,4,1344193048,0,0,224,271,0,0
2059,1,2,0,1,0,0,1,0,12288,389120,0,5528,4194304,4,16,823296,4096,4096,1,0,0,3.4436567186576683,7.9215378944878525,4,1343286104,0,0,224,271,0,0
2060,1,11,1,1,0,0,1,0,39424,97280,0,20799,4194304,5,16,159744,4096,512,1,0,0,5.035095770850417,7.977102061219232,4,1343811892,0,0,224,258,0,149
2061,1,5,1,1,0,0,1,0,140288,37888,0,115148,4194304,5,16,200704,4096,512,1,0,0,3.5784614234363934,7.875226970477596,4,1299454751,0,0,224,258,0,133
2062,1,4,1,1,0,0,1,0,15360,111104,0,6000,4194304,4,16,147456,4096,512,0,3,3,2.617643850195868,7.28214719893711,7,1338000020,0,0,224,270,0,0
2063,1,2,0,0,0,0,1,0,32768,15872,0,34576,5368709120,10,16,65536,4096,512,0,0,0,1.3233745089848359,6.388152496393135,6,1436498520,0,0,240,34,0,0
2064,1,29,0,0,0,0,0,0,35840,63488,0,10128,5368709120,10,16,118784,4096,512,0,1,0,0.08153941234324169,6.228365751726727,7,1436498317,0,0,240,34,0,1
2065,1,3,1,0,0,0,1,0,94208,237306,499712,92382,4194304,4,16,847872,4096,4096,1,0,0,0.6417950218118956,7.994075983534544,4,1331754463,0,0,224,271,0,0
2066,1,4,0,1,0,0,1,0,9216,357376,0,7196,4194304,4,16,823296,4096,512,1,0,0,0.0821922343215099,7.944116461876664,4,1305462840,0,0,224,271,0,0
2067,1,3,0,1,0,0,1,0,12288,397312,0,5656,4194304,4,16,823296,4096,4096,1,0,0,0.7965560903479744,7.978649049781223,4,1342898149,0,0,224,271,0,0
2068,1,4,0,1,0,0,1,0,5632,357376,0,5220,4194304,4,16,823296,4096,512,1,0,0,0.06784557522715084,7.943874552610432,4,1300731694,0,0,224,271,0,0
2069,1,6,0,1,0,0,1,0,206336,0,0,26205,4194304,5,16,286720,4096,512,1,0,0,0.020393135236084953,7.859296990976787,4,1304906909,0,0,224,258,0,93
2070,1,4,0,1,0,0,1,0,6144,16896,0,789604,4259840,4,16,819200,4096,512,0,0,0,0.4023792985675851,6.326059694302442,4,1319571264,0,0,224,271,0,0
2071,1,4,0,1,0,0,1,0,9216,357376,0,7372,4194304,4,16,823296,4096,512,1,0,0,0.0821922343215099,7.9441889044146805,4,1305462840,0,0,224,271,0,0
2072,1,2,0,1,0,0,1,0,12288,389120,0,5560,4194304,4,16,823296,4096,4096,1,0,0,3.47526833188424,7.9213364785144,4,1343329266,0,0,224,271,0,0
2073,1,5,0,1,0,1,1,0,36864,397312,0,5744,4194304,4,16,823296,4096,4096,1,0,0,3.858631147314971,7.736638154657155,4,1344608860,0,0,224,271,0,0
2074,1,6,0,1,0,0,1,0,28672,425984,249856,7354,4259840,4,16,987136,4096,4096,1,0,0,4.365003733337219,7.866974890806727,4,1335109490,0,0,224,271,0,0
2075,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.76748799757047,4,1332576541,0,0,224,271,0,0
2076,1,6,0,1,0,0,1,0,206848,0,0,26205,4194304,5,16,290816,4096,512,1,0,0,0.020393135236084953,7.857580477585549,4,1304906909,0,0,224,258,0,93
2077,1,4,0,1,0,0,1,0,5632,16896,0,789572,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.623902632743584,4,1319571264,0,0,224,271,0,0
2078,1,4,0,1,0,0,1,0,4608,18432,0,775460,4259840,4,16,806912,4096,512,0,0,0,0.42013066021895284,7.0941026685422,4,1319571264,0,0,224,271,0,0
2079,1,4,0,1,0,0,1,0,5632,16896,0,789668,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.6136899962752,4,1319571264,0,0,224,271,0,0
2080,1,3,0,1,0,0,1,0,36864,389120,0,5664,4194304,4,16,823296,4096,4096,1,0,0,0.7085729704582912,7.903589035453259,4,1343891857,0,0,224,271,0,0
2081,1,4,0,1,0,0,1,0,6144,367104,0,787760,4259840,4,16,1167360,4096,512,1,0,0,2.6548756901136104,7.986765146832638,4,1319571264,0,0,224,271,0,0
2082,1,5,1,0,0,0,1,0,12800,13824,0,10078,4194304,5,16,40960,4096,512,0,0,0,0.6033077761360252,4.841500049687356,5,1438650047,0,0,224,259,0,0
2083,1,4,0,1,0,0,1,0,20480,479232,0,6355,4194304,4,16,827392,4096,4096,1,0,0,2.001545245664454,7.97599144465444,4,1342207595,0,0,224,271,0,0
2084,1,2,1,0,0,0,1,0,94208,307678,491520,76137,4259840,4,16,913408,4096,4096,1,0,0,3.770000384660344,7.764277428739051,4,1332675903,0,0,224,271,0,0
2085,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6038470486876926,6.643716243363036,5,1333985584,0,0,224,8450,0,439
2086,1,2,0,0,0,0,0,0,61952,371712,0,428606,65536,5,16,435200,512,512,1,1,0,0.26806988881906396,7.987463966872176,6,1208452998,0,0,224,258,0,77
2087,1,5,0,1,0,0,1,1,170496,0,0,85556,4194304,5,16,204800,4096,512,1,0,0,0.020393135236084953,7.935709229107342,4,1293164847,0,0,224,258,0,93
2088,1,19,1,1,0,0,1,1,446976,136704,0,848128,4194304,4,16,1204224,4096,512,1,4,2,0.2005819074398449,7.771255102618641,8,708992537,0,0,224,33166,0,0
2089,1,4,0,1,0,0,1,0,194560,0,0,192560,4194304,5,16,233472,4096,512,0,0,0,0.020393135236084953,6.82946411506628,4,1297997552,0,0,224,258,0,112
2090,1,26,0,0,0,0,0,0,24064,32256,512,24496,5368709120,10,16,77824,4096,512,0,2,1,0.15517757530476972,6.115675666455157,8,1477381501,0,0,240,34,0,0
2091,1,4,0,1,0,0,1,0,5632,16896,0,789428,4259840,4,16,819200,4096,512,0,0,0,0.6403902896818047,6.647794634301024,4,1319571264,0,0,224,271,0,0
2092,1,5,0,1,0,0,1,0,28672,421888,245760,7002,4259840,4,16,987136,4096,4096,1,0,0,4.2516646054999985,7.8451839316896335,4,1335469004,0,0,224,271,0,0
2093,1,4,0,1,0,0,1,0,36864,393216,0,5648,4194304,4,16,823296,4096,4096,1,0,0,3.7924610848925315,7.731738824242715,4,1344542973,0,0,224,271,0,0
2094,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.768515135097142,4,1332576541,0,0,224,271,0,0
2095,1,4,0,1,0,0,1,0,20480,479232,0,6323,4194304,4,16,827392,4096,4096,1,0,0,2.003067725517961,7.976262906953106,4,1342186658,0,0,224,271,0,0
2096,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.133189950389949,4,1335430877,0,0,224,270,0,2
2097,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6080500521801606,6.64371415471065,5,1333759195,0,0,224,8450,0,439
2098,1,8,1,1,0,1,1,1,31232,214016,0,34620,4194304,4,16,258048,4096,512,0,0,0,5.296221651050583,6.884666694202314,4,1212748031,0,0,224,259,0,0
2099,1,4,0,1,0,0,1,0,12288,397312,0,6339,4194304,4,16,827392,4096,4096,1,0,0,4.985686253766323,7.975608133554352,4,1342295985,0,0,224,271,0,0
2100,1,4,1,1,0,0,1,0,98304,254687,434176,83039,4259840,4,16,806912,4096,4096,1,0,0,4.108738856680199,7.881697114690586,4,1331931721,0,0,224,271,0,0
2101,1,4,1,0,0,0,1,0,5632,382976,0,5248,4194304,4,16,823296,4096,512,1,0,1,4.0702791360917265,7.887627979376975,4,0,0,0,224,271,0,0
2102,1,5,0,1,0,0,1,0,28672,434176,245760,7014,4259840,4,16,999424,4096,4096,1,0,0,4.224082501265148,7.82161611533349,4,1335210826,0,0,224,271,0,0
2103,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.135150684488064,4,1335484842,0,0,224,270,0,2
2104,1,6,1,1,0,0,1,1,94208,298478,401408,76383,4259840,4,16,815104,4096,4096,1,0,0,4.074325254803732,7.772619295086246,4,1332407685,0,0,224,271,0,0
2105,1,4,0,1,0,0,1,0,28672,393216,217088,6523,4259840,4,16,987136,4096,4096,1,0,0,3.982417446495472,7.846774366453302,4,1335608472,0,0,224,271,0,0
2106,1,6,1,1,0,0,1,1,135168,12288,0,5568,4194304,4,16,155648,4096,512,0,0,0,3.5043903842829494,5.957664530935466,4,1335998432,0,0,224,270,0,95
2107,1,2,0,1,0,0,1,0,12288,389120,0,5560,4194304,4,16,823296,4096,4096,1,0,0,3.4497817980453083,7.921661620591653,4,1343160515,0,0,224,271,0,0
2108,1,3,1,0,0,0,1,0,38400,32768,0,4474,4194304,5,16,81920,4096,512,0,0,0,2.2694846862024445,6.554144250986634,5,1439346129,0,0,224,258,0,253
2109,1,4,0,1,0,0,1,0,4096,18432,0,726524,4259840,4,16,753664,4096,512,0,0,0,0.41644573043250227,7.1040527283736585,4,1319571264,0,0,224,271,0,0
2110,1,2,1,0,0,0,1,0,94208,307678,491520,76137,4259840,4,16,913408,4096,4096,1,0,0,3.770000384660344,7.766462076646089,4,1332675903,0,0,224,271,0,0
2111,1,4,0,1,0,0,1,0,190976,0,0,146979,4194304,5,16,241664,4096,512,0,1,0,5.938226149138063,6.852180234917947,5,1307308631,0,0,224,258,0,91
2112,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.083598569230603,9,1335040809,0,0,224,270,0,301
2113,1,2,0,0,0,0,1,0,103424,5632,0,5152,4194304,4,16,122880,4096,512,0,1,0,1.5545988507011996,7.126827140089742,5,1335284480,0,0,224,270,0,2
2114,1,2,0,0,0,0,0,0,61952,372736,0,429630,65536,5,16,436224,512,512,1,1,0,0.26690902761248103,7.989175432826864,6,1207752780,0,0,224,258,0,77
2115,1,2,0,1,0,0,1,0,12288,372736,0,5544,4194304,4,16,823296,4096,4096,1,0,0,6.374143092543952,7.921873448593292,4,1343414552,0,0,224,271,0,0
2116,1,4,0,1,0,0,1,0,36864,389120,0,5728,4194304,4,16,823296,4096,4096,1,0,0,0.7090859201042203,7.90438736333957,4,1343849227,0,0,224,271,0,0
2117,1,4,0,1,0,0,1,0,5632,367104,0,5096,4194304,4,16,888832,4096,512,1,0,1,4.069142847762502,7.921984097856687,4,0,0,0,224,271,0,0
2118,1,3,0,0,0,0,1,0,197120,114688,0,158024,5368709120,5,16,331776,4096,512,0,1,0,1.6279048867883703,6.343560915585678,7,1499374075,0,0,240,34,0,0
2119,1,10,1,1,0,0,1,0,54784,24576,0,55136,5368709120,10,16,98304,4096,512,0,0,0,0.4947187982579281,6.201360411910907,6,1436498117,0,0,240,34,0,0
2120,1,2,0,0,0,0,0,0,60928,371712,0,427582,65536,5,16,434176,512,512,1,1,0,0.2677012914058982,7.987670985910821,6,1212822663,0,0,224,258,0,77
2121,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.607859438814721,6.6440440229725315,5,1333756130,0,0,224,8450,0,439
2122,1,4,0,1,0,0,1,0,36864,397312,0,5680,4194304,4,16,823296,4096,4096,1,0,0,3.7913947206605916,7.731883293710342,4,1344581633,0,0,224,271,0,0
2123,1,3,0,1,0,0,1,0,20480,364544,0,6280,4194304,4,16,782336,4096,4096,1,0,0,3.429167593661744,7.831923421465063,4,1340741593,0,0,224,271,0,0
2124,1,5,0,1,0,0,1,1,28672,434176,249856,7018,4259840,4,16,995328,4096,4096,1,0,0,4.258259086178153,7.862487922245976,4,1335342692,0,0,224,271,0,0
2125,1,4,0,1,0,0,1,0,36864,389120,0,5728,4194304,4,16,823296,4096,4096,1,0,0,0.7096583634174287,7.9048683222646225,4,1343849227,0,0,224,271,0,0
2126,1,5,1,1,0,0,1,0,92160,2048,0,4720,4194304,4,16,106496,4096,512,1,0,0,3.0488669379629627,7.630822335337772,3,1333444832,0,0,224,270,0,2
2127,1,2,0,1,0,0,1,0,77312,92672,0,4096,4194304,5,16,245760,4096,512,1,2,0,0.37387747993819864,7.879262172785461,6,1307674046,0,0,224,258,0,115
2128,1,4,1,1,0,0,1,0,14848,107520,0,5872,4194304,4,16,143360,4096,512,0,3,3,2.4657091079101185,7.290358717381475,7,1338199142,0,0,224,270,0,0
2129,1,2,1,0,0,0,1,0,145408,9728,0,5408,4194304,4,16,192512,4096,512,0,8,8,3.068948127889821,6.047896553984869,11,1341985214,0,0,224,270,0,0
2130,1,2,0,1,0,0,1,0,12288,376832,0,5464,4194304,4,16,823296,4096,4096,1,0,0,5.961586013511391,7.920973536526673,4,1343629823,0,0,224,271,0,0
2131,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6080500521801606,6.644070165747287,5,1333985043,0,0,224,8450,0,439
2132,1,6,0,1,0,0,1,0,32768,442368,4096,6900,4259840,4,16,819200,4096,4096,1,1,1,4.245318003577398,7.468735011734582,5,1335978445,0,0,224,271,0,0
2133,1,4,1,1,0,0,1,0,92160,2048,0,4720,4194304,4,16,106496,4096,512,1,0,0,2.093858639482634,7.617971690455284,3,1333520645,0,0,224,270,0,2
2134,1,5,1,1,0,0,1,0,18944,31232,0,11028,4194304,4,16,57344,4096,512,0,0,0,4.3161103650442465,6.533205403447543,3,1137580163,0,0,224,271,0,0
2135,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.084458974685721,9,1335067287,0,0,224,270,0,301
2136,1,4,0,1,0,0,1,0,9216,357376,0,7628,4194304,4,16,823296,4096,512,1,0,0,0.0821922343215099,7.944153393767226,4,1305462840,0,0,224,271,0,0
2137,1,20,1,0,0,0,1,0,20992,16896,0,22704,5368709120,10,16,57344,4096,512,0,0,0,0.30140680731160896,6.1970986931464145,6,1436498317,0,0,240,34,0,0
2138,1,5,1,1,0,0,1,0,140288,37888,0,115148,4194304,5,16,200704,4096,512,1,0,0,3.5784614234363934,7.876430197365017,4,1299454751,0,0,224,258,0,133
2139,1,4,0,1,0,0,1,0,36864,393216,0,5648,4194304,4,16,823296,4096,4096,1,0,0,3.7924610848925315,7.731738824242715,4,1344542973,0,0,224,271,0,0
2140,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5222527755855464,6.64409803675466,5,1333758724,0,0,224,8450,0,0
2141,1,7,1,1,1,0,1,0,18432,244224,1069948,8192,4194304,5,16,1363968,4096,512,1,3,1,4.164608791209801,7.980779434491256,9,1199997096,0,0,224,271,0,0
2142,1,3,0,1,0,0,1,0,3072,111104,0,4268,4194304,4,16,126976,4096,512,1,0,1,4.30114908741122,7.7875930488496925,4,0,0,0,224,271,0,0
2143,1,2,1,0,0,0,1,0,94208,307678,491520,76137,4259840,4,16,913408,4096,4096,1,0,0,3.770000384660344,7.765371318877032,4,1332675903,0,0,224,271,0,0
2144,1,4,0,1,0,0,1,0,5632,16896,0,789572,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.623902632743584,4,1319571264,0,0,224,271,0,0
2145,1,4,1,0,0,0,1,0,4096,349544,450560,4637,4194304,4,16,819200,4096,4096,1,0,0,0.7327050602348165,7.7531462639700734,4,1331408674,0,0,224,271,0,0
2146,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.608004526368183,6.643807595934541,5,1333755894,0,0,224,8450,0,439
2147,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5215603852786375,6.643661752884318,5,1333985852,0,0,224,8450,0,0
2148,1,4,1,0,0,0,1,0,86016,253503,520192,4096,4194304,4,16,880640,4096,4096,1,0,0,3.2357932545391517,7.951257658000904,4,1331883103,0,0,224,271,0,0
2149,1,8,1,1,0,0,1,1,23552,119808,1024,12860,4194304,4,16,835584,4096,512,0,1,1,4.70902740305165,6.54594215728213,5,1260053446,0,0,224,271,0,0
2150,1,5,0,1,0,0,1,1,8192,75264,0,10096,5368709120,10,16,98304,4096,512,0,0,0,0.30140680731160896,6.965589801992489,6,1436498258,0,0,240,34,0,0
2151,1,4,0,1,0,0,1,0,23040,136704,0,16366,4194304,5,16,258048,4096,512,1,4,0,0.020393135236084953,7.99156867430347,8,1335945737,0,0,224,258,0,108
2152,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5223431564071688,6.6434410073850465,5,1333760698,0,0,224,8450,0,0
2153,1,3,0,0,0,0,1,0,13824,15872,512,4096,4194304,4,16,49152,4096,512,0,1,2,4.38335742489541,5.88584283055314,5,45778,0,0,224,783,0,0
2154,1,4,0,1,0,0,1,0,5632,16896,0,789708,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.654689916362389,4,1319571264,0,0,224,271,0,0
2155,1,2,0,1,0,0,1,0,12288,389120,0,5544,4194304,4,16,823296,4096,4096,1,0,0,3.4391017440422464,7.921380584451487,4,1343141119,0,0,224,271,0,0
2156,1,2,1,0,0,0,1,0,14336,107008,0,5024,4194304,4,16,143360,4096,512,0,3,3,2.222951494890152,7.288303533429758,7,1337905283,0,0,224,270,0,0
2157,1,2,0,1,0,0,1,0,12288,389120,0,5544,4194304,4,16,823296,4096,4096,1,0,0,3.4509317479016977,7.9218923029963895,4,1343141119,0,0,224,271,0,0
2158,1,3,0,1,0,0,1,0,24576,389120,0,6467,4194304,4,16,827392,4096,4096,1,0,0,2.1016475556499272,7.975053262549147,4,1342161837,0,0,224,271,0,0
2159,1,4,0,1,0,0,1,0,5632,357376,0,5572,4194304,4,16,823296,4096,512,1,0,0,0.06784557522715084,7.943933343376182,4,1300731694,0,0,224,271,0,0
2160,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.7074423547329675,7.904712894797087,4,1343908395,0,0,224,271,0,0
2161,1,3,0,1,0,0,1,0,12288,393216,0,6096,4194304,4,16,782336,4096,4096,1,0,0,0.6747634836817183,7.95839844525617,4,1341523794,0,0,224,271,0,0
2162,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.082720976584186,9,1334932858,0,0,224,270,0,301
2163,1,4,1,1,0,0,1,0,317952,3072,0,5504,4194304,4,16,344064,4096,512,0,3,2,2.594083684826036,7.017223803261423,7,1335961512,0,0,224,270,0,2
2164,1,9,1,1,0,0,1,0,98304,50688,0,5120,4194304,4,16,176128,4096,512,1,6,6,4.237073088648659,7.522537333571521,10,1333244473,0,0,224,270,0,1200
2165,1,2,0,1,0,0,1,0,159232,14336,0,133118,4194304,5,16,184320,4096,512,1,0,0,2.9025626279524377,7.893373556368102,4,1300517907,0,0,224,258,0,165
2166,1,3,1,0,0,0,1,0,2048,91648,0,4640,4194304,4,16,110592,4096,512,1,0,0,2.006387977875609,7.75600240551011,5,1332876044,0,0,224,270,0,2
2167,1,6,1,1,1,0,1,0,143360,61440,0,78682,1694498816,4,16,225280,4096,4096,0,0,0,2.6067963259639213,6.675042255984117,5,1334930372,0,0,224,8450,0,424
2168,1,5,0,1,0,0,1,0,28672,421888,245760,7002,4259840,4,16,987136,4096,4096,1,0,0,4.2516646054999985,7.822264346288319,4,1335469004,0,0,224,271,0,0
2169,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.768873842914857,4,1332576541,0,0,224,271,0,0
2170,1,10,1,1,0,0,1,0,542720,43008,0,295816,16777216,6,16,651264,4096,512,0,0,0,2.58071640488736,6.048414667150631,5,1328935683,0,0,240,34,0,0
2171,1,10,0,0,0,0,1,0,14336,35328,3072,5328,4194304,5,16,73728,4096,512,0,4,1,0.19743807838821048,5.892994898959901,11,131104,36864,151,240,39,0,0
2172,1,3,0,1,0,0,1,0,12288,376832,0,5528,4194304,4,16,823296,4096,4096,1,0,0,5.962935032088292,7.921972423081589,4,1343676558,0,0,224,271,0,0
2173,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.138443132551849,4,1335446430,0,0,224,270,0,2
2174,1,4,0,1,0,0,1,0,190976,0,0,146979,4194304,5,16,241664,4096,512,0,1,0,5.940557465449053,6.850771615048246,5,1307308631,0,0,224,258,0,91
2175,1,2,0,1,0,0,1,0,12288,389120,0,5560,4194304,4,16,823296,4096,4096,1,0,0,3.4553832969056413,7.9218964925805215,4,1343160515,0,0,224,271,0,0
2176,1,3,0,1,0,0,1,0,12288,376832,0,5528,4194304,4,16,823296,4096,4096,1,0,0,5.960763998026255,7.92222907528523,4,1343676558,0,0,224,271,0,0
2177,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6080500521801606,6.643844233661688,5,1333758959,0,0,224,8450,0,439
2178,1,5,1,1,0,0,1,0,98304,275167,413696,83269,4259840,4,16,806912,4096,4096,1,0,0,4.32496077608363,7.889349152936892,4,1332087689,0,0,224,271,0,0
2179,1,11,1,1,0,0,1,0,9728,96256,0,11274,4194304,5,16,135168,4096,512,1,1,0,0.06116285224115448,7.965973779563886,5,1343925362,0,0,224,258,0,2
2180,1,4,1,1,0,0,1,0,94208,273902,425984,76367,4259840,4,16,815104,4096,4096,1,0,0,4.025047170111865,7.7712936953450455,4,1332442873,0,0,224,271,0,0
2181,1,6,1,1,0,0,1,0,24576,425697,512000,7227,4259840,4,16,983040,4096,4096,1,0,0,6.202055373743694,7.806272160540731,4,1332842084,0,0,224,271,0,0
2182,1,3,1,0,0,0,1,0,2048,91648,0,4640,4194304,4,16,110592,4096,512,1,0,0,2.006387977875609,7.757350497430054,5,1332895247,0,0,224,270,0,2
2183,1,3,0,0,0,0,1,0,11776,10240,3072,5376,4194304,5,16,49152,4096,512,0,3,1,0.19743807838821048,5.910669757012289,9,38260,0,0,240,559,0,0
2184,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.133771620744167,4,1335436817,0,0,224,270,0,2
2185,1,4,1,1,0,0,1,0,15360,111104,0,6000,4194304,4,16,147456,4096,512,0,3,3,2.617643850195868,7.28300486485579,7,1337955596,0,0,224,270,0,0
2186,1,4,1,0,0,0,1,0,90112,245140,499712,87166,4194304,4,16,856064,4096,4096,1,0,0,1.1369952838140192,7.967227227236679,4,1331844927,0,0,224,271,0,0
2187,1,4,0,1,0,0,1,0,9216,357376,0,7568,4194304,4,16,823296,4096,512,1,0,0,0.0821922343215099,7.944131049514143,4,1305462840,0,0,224,271,0,0
2188,1,4,1,0,0,0,1,0,90112,245140,499712,87064,4194304,4,16,856064,4096,4096,1,0,0,2.9580484210376676,7.9661662297702245,4,1331800726,0,0,224,271,0,0
